ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: rank_math_internal_links_processed","Meta: _deal_sales_counts","Meta: _deal_quantity","Meta: mf_pbt_product_ids","Meta: martfury_pbt_discount_all","Meta: martfury_pbt_checked_all","Meta: martfury_pbt_quantity_discount_all","Meta: _last_editor_used_jetpack","Meta: _wp_page_template","Meta: qwc_enable_quotes","Meta: qwc_display_prices","Meta: _wa_order_phone_number","Meta: _wa_order_button_text","Meta: _wa_order_custom_message","Meta: _hide_wa_button","Meta: _hide_atc_button","Meta: _force_show_atc_button","Meta: _diza_attribute_select","Meta: _diza_single_layout_select","Meta: _product_size_guide_image","Meta: diza_post_views_count","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_primary_yith_product_brand","Meta: _yoast_wpseo_focuskw","Meta: _yoast_wpseo_title","Meta: _yoast_wpseo_metadesc","Meta: _yoast_wpseo_linkdex","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: rank_math_seo_score","Meta: video_position","Meta: custom_badges_text","Meta: _is_new","Meta: _rank_math_gtin_code","Meta: rank_math_primary_product_cat","Meta: rank_math_primary_product_brand","Meta: _eael_post_view_count","Meta: wcboost_compare_count","Meta: wcboost_compare_addition","Meta: wcboost_compare_time","Meta: rs_page_bg_color","Meta: pageview","Meta: kft_prod_left_sidebar","Meta: kft_prod_right_sidebar","Meta: newts_product_brand","Meta: newts_product_brand_parent","Meta: _ajax_nonce-add-ts_product_brand","Meta: ts_prod_layout","Meta: ts_prod_left_sidebar","Meta: ts_prod_right_sidebar","Meta: ts_prod_custom_tab","Meta: ts_prod_custom_tab_title","Meta: ts_prod_custom_tab_content","Meta: ts_bg_breadcrumbs","Meta: ts_prod_video_url","Meta: ts_prod_360_gallery","Meta: ts_prod_size_chart","Meta: _wcct_goaldeal_stock_11879_1705449600_1705968000","Meta: _g_feedback_shortcode_5907c543eb3f92f6ab4aaafc29d65763863de758","Meta: _wp_old_date","Meta: _wxr_import_user_slug","Meta: _oembed_f278ca7d620883450a875bb1e3926693","Meta: _oembed_time_f278ca7d620883450a875bb1e3926693","Meta: _product_url","Meta: _button_text","Meta: _g_feedback_shortcode_05aa4f565bd214491ea2b5358ba462052aecd130","Meta: ts_show_page_title","Meta: woosb_total_limits_min","Meta: woosb_total_limits_max","Meta: _sale_price_times_from","Meta: _sale_price_times_to","Meta: _woo_ctr_select_countdown_timer","Meta: _woo_ctr_enable_progress_bar","Meta: _woo_ctr_progress_bar_goal","Meta: _woo_ctr_progress_bar_initial","Meta: _oembed_e472ad1df0e99dbd882b0b630fc3a49d","Meta: _oembed_time_e472ad1df0e99dbd882b0b630fc3a49d","Meta: _wp_desired_post_slug","Meta: _oembed_314e57a0103f60c96b99d7fbe5207fb3","Meta: _oembed_time_314e57a0103f60c96b99d7fbe5207fb3","Meta: woosb_disable_auto_price","Meta: woosb_discount","Meta: woosb_discount_amount","Meta: woosb_shipping_fee","Meta: woosb_optional_products","Meta: woosb_manage_stock","Meta: woosb_limit_each_min","Meta: woosb_limit_each_max","Meta: woosb_limit_each_min_default","Meta: woosb_limit_whole_min","Meta: woosb_limit_whole_max","Meta: woosb_total_limits","Meta: woosb_exclude_unpurchasable","Meta: woosb_layout","Meta: product_features_desc","Meta: rank_math_analytic_object_id","Meta: wcboost_compare_removal","Meta: rank_math_focus_keyword","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _elementor_edit_mode","Meta: _elementor_template_type","Meta: _elementor_version","Meta: _elementor_pro_version","Meta: _elementor_data","Meta: _eael_custom_js","Meta: _elementor_element_cache","Meta: rank_math_title","Meta: rank_math_description","Meta: rank_math_shortcode_schema_s-66d08d566c7db","Meta: rank_math_shortcode_schema_s-57c41286-639a-4e38-a25a-5a403c201606","Meta: rank_math_pillar_content"
5158,simple,,,"Digital Tens Machine Besmed BE-660",1,0,visible,"BE-660 Tens","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;PRODUCT DESCRIPTION:\\n•        Utilizes Transcutaneous Electrical Nerve Stimulation for pain relief.\\n•        Features a digital display for easy settings adjustment.\\n•        Multiple pre-set programs for different types of pain management.\\n•        Allows users to control the intensity level for personalized comfort\\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:705,&quot;3&quot;:{&quot;1&quot;:0},&quot;9&quot;:0,&quot;10&quot;:1,&quot;12&quot;:0}"">PRODUCT DESCRIPTION:
\n• Systolic pressure: the force produced by your heart pumping blood out
\n• Diastolic pressure: the force experienced by your heart during a heartbeat
\nFor instance, if your blood pressure is ""140 over 90,"" or 140/90 mmHg, it indicates that your diastolic pressure is 90 mmHg and your systolic pressure is 140 mmHg.
\nAs a general rule:
\n• It is generally accepted that the ideal blood pressure range is 90/60 mmHg to 120/80 mmHg.
\n• A blood pressure measurement of 140/90 mmHg or higher is considered high.
\n• A blood pressure of 90/60 mmHg or less is regarded as low.
\nUnhealthy lifestyle choices like smoking, binge drinking, being overweight, and not getting enough exercise are all linked to high blood pressure. If left untreated, high blood pressure can raise your chance of developing several chronic, serious health issues, including kidney and coronary heart disease.</span>
\n
\nLow blood pressure is less typical. Low blood pressure is a side effect of some medications. Numerous underlying illnesses, such as heart failure and dehydration, can also be the cause of it.
\nOne easy way to determine if your blood pressure is too high or too low is to get a blood pressure test.
\n
\n• The force that your blood exerts on the walls of your arteries as it is pumped throughout your body is known as blood pressure.
\n• Your arteries and other organs may be strained by high blood pressure (hypertension), which raises your risk of experiencing significant issues like heart attacks and strokes.
\n• Although it can occasionally result in dizziness and fainting, low blood pressure, or hypotension, it is not usually as dangerous.
\n• Since most people won't have any apparent symptoms, the only way to determine if your blood pressure is too high or too low is to get a blood pressure test. Tests are simple and have the potential to save lives.",,,taxable,,1,,,0,0,,,,,1,,,4500,"Diagnostic Equipments > Blood Pressure Apparatus, Diagnostic Equipments","ABN, Aneroid Sphygmomanometer, Blood Pressure Apparatus, BP, Bp App Aneroid, Manual Blood Pressure",,https://citiscientific.com/wp-content/uploads/2023/11/Blood-Pressure-Apparatus-Aneroid-ABN-ECO-LITE.jpg,,,,,,,,,0,,1,0,,0,0,no,2,classic-editor,default,on,,test,,,no,no,no,,,,365,167,193,"Blood Pressure Apparatus ABN","Blood Pressure Apparatus ABN Ecolite Aneroid Desktop","Blood Pressure Apparatus ABN Model:ECOLITE Aneroid Desktop model Indonesia Brand. Best for home and professional use at hospitals.",78,60,2,61,1,,0,,0,0,4297,10320,10337,1754946628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,9600,aneroid,,,,
5163,simple,,,"Blood Pressure Apparatus Aneroid Yuwell",1,0,visible,"This is a clinical blood pressure apparatus with an accurate 50mm zinc-alloy head meter.","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;PRODUCT DESCRIPTION:\\nBlood Pressure Aneroid Yuwell\\nFeatures: \\nOxford cuff with a zinc alloy head and a PVC surface that is accurate, long-lasting, waterproof, and easy to use.\\nProperties of the Blood Pressure Aneroid Yuwell:\\n• Integrated Using a stethoscope, a mechanical elastic element attached to a cuff can measure body pressure.\\n• Two-unit display: mmHg and kPa\\n• Margin of error allowed: +- 0.5kPa (+-3.75mmHg)\\n• 0.5kPa, or 2mmHg, is the minimum scale division.\\nOne easy way to find out if your blood pressure is too high or too low is to get a blood pressure test.\\n\\n• The force that your blood exerts on the walls of your arteries as it is pumped throughout your body is known as blood pressure.\\n• Your arteries and other organs may be strained by high blood pressure (hypertension), which raises your risk of experiencing significant issues like heart attacks and strokes.\\n• While hypotension, or low blood pressure, can sometimes result in dizziness and fainting, it is generally not as dangerous.\\n• Since most people won't have noticeable symptoms, a blood pressure test is the only way to determine if your blood pressure is too high or too low. Tests are simple to take and may even save your life.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:577,&quot;3&quot;:{&quot;1&quot;:0},&quot;9&quot;:0,&quot;12&quot;:0}"">Blood Pressure Aneroid Yuwell
\nFeatures:
\nOxford cuff with a zinc alloy head and a PVC surface that is accurate, long-lasting, waterproof, and easy to use.
\nProperties of the Blood Pressure Aneroid Yuwell:
\n• Integrated Using a stethoscope, a mechanical elastic element attached to a cuff can measure body pressure.
\n• Two-unit display: mmHg and kPa
\n• Margin of error allowed: +- 0.5kPa (+-3.75mmHg)
\n• 0.5kPa, or 2mmHg, is the minimum scale division.
\nOne easy way to find out if your blood pressure is too high or too low is to get a blood pressure test.</span>
\n
\n• The force that your blood exerts on the walls of your arteries as it is pumped throughout your body is known as blood pressure.
\n• Your arteries and other organs may be strained by high blood pressure (hypertension), which raises your risk of experiencing significant issues like heart attacks and strokes.
\n• While hypotension, or low blood pressure, can sometimes result in dizziness and fainting, it is generally not as dangerous.
\n• Since most people won't have noticeable symptoms, a blood pressure test is the only way to determine if your blood pressure is too high or too low. Tests are simple to take and may even save your life.",,,taxable,,1,,,0,0,,,,,1,,1900,2200,"Diagnostic Equipments > Blood Pressure Apparatus, Diagnostic Equipments","BP Apparatus, Yuwell",,https://citiscientific.com/wp-content/uploads/2023/11/Blood-Pressure-Apparatus-Aneroid-Yuwell.jpg,,,,,,,,,0,,1,0,,0,0,no,2,classic-editor,default,,,test,,,no,no,no,,,,395,167,211,"Blood Pressure Aneroid Yuwell","Blood Pressure Aneroid Yuwell Brand Manual BP Apparatus","Blood Pressure Aneroid Yuwell Brand Manual Blood Pressure Apparatus with dial and arm cuff. Best for training and home use.",73,90,1,69,1,,0,,0,0,3886,9771,9782,1754947636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,9015,aneroid,,,,
5164,simple,Easymax,,"Blood Glucose Meter Easy Max Mini",1,0,visible,"<strong>Product: </strong>EasyMax Glucometer","Glucometer Easy Max Mini
\n
\n<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;PRODUCT DESCRIPTION:\\nRunning A Blood Glucose Test With Glucometer EasyMax Mini from the Blood From Your Fingertip\\n•        Use warm water and soap to wash your hands. Rinse well and completely dry.\\n•        Insert a test strip into the meter in the arrow's direction. The meter automatically turns on and beeps. Use the lancing tool when the blood drop flashes on the screen.\\n•        Firmly press the lancing tool up against the side of your finger. \\n•        To start the trigger. After that, take the lancing device off of your finger.\\n•        Till a circular drop of blood appears on your fingertip, gently squeeze and massage it.\\n•        Feel the blood drop at the test strip's transparent window's tip. Blood shouldn't be applied over the strip. You have enough control solution in the test strip when the beep sounds. Make sure the test strip has enough blood in it. Otherwise, the reading might be off.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:577,&quot;3&quot;:{&quot;1&quot;:0},&quot;9&quot;:0,&quot;12&quot;:0}"">Running A Blood Glucose Test With Glucometer Easy Max Mini from the Blood From Your Fingertip
\n• Use warm water and soap to wash your hands. Rinse well and completely dry.
\n• Insert a test strip into the meter in the arrow's direction. The meter automatically turns on and beeps. Use the lancing tool when the blood drop flashes on the screen.
\n• Firmly press the lancing tool up against the side of your finger.
\n• To start the trigger. After that, take the lancing device off of your finger.
\n• Till a circular drop of blood appears on your fingertip, gently squeeze and massage it.
\n• Feel the blood drop at the test strip's transparent window's tip. Blood shouldn't be applied over the strip. You have enough control solution in the test strip when the beep sounds. Make sure the test strip has enough blood in it. Otherwise, the reading might be off.</span>
\n
\n<strong>SPECIFICATION:</strong>
\n
\n<a href=""https://ghazisurgicals.com/wp-content/uploads/2021/03/Spec1-1.jpg""><img class=""alignnone size-full wp-image-2512"" src=""https://ghazisurgicals.com/wp-content/uploads/2021/03/Spec1-1.jpg"" alt="""" width=""456"" height=""262"" /></a>
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Diagnostic Equipments > Glucometer","Blood glucose monitor, EasyMax, Glucometer, glucometer easymax",,https://citiscientific.com/wp-content/uploads/2023/11/Blood-Glucose-Meter-Easy-Max-Mini.jpg,,,,,,,,,0,,1,0,,0,0,no,2,classic-editor,default,on,,test,,,no,no,no,,,,328,167,206,"Glucometer EasyMax Mini","Glucometer EasyMax Mini Taiwan brand best for glucose Monitoring","Glucometer EasyMax Mini Taiwan brand best for glucose Monitoring at house and for camp use. Foil pack strips available of 5o pcs per pack.",73,90,2,14,1,,0,,0,0,4080,10270,10284,1754950449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9494,,,,,
5166,simple,Majestic,,"Stethoscope ABN Majestic Indonesia Brand",1,0,visible,"<strong>Brand:</strong> ABN
\n
\n<strong>Product:</strong> Stethoscope","Stethoscope ABN Majestic
\n
\n<strong><u>FEATURES:</u></strong>
\n<ul>
\n 	<li>ABN MAJESTIC STETHOSCOPE:</li>
\n 	<li>Professional Lightweight Aluminum Stethoscope</li>
\n 	<li>Extra fine acoustic response and super light design for extraordinary comfortable.</li>
\n 	<li>The adult chest piece precisely machined to exacting tolerance from lightweight aluminum.</li>
\n 	<li>Double leaf internal spring binaural are fixed at 15° angle for the comfortable ear fit.</li>
\n 	<li>Comes with an extra set of soft sealing ear tips and diaphragm.</li>
\n 	<li>Overall length 770 mm.</li>
\n 	<li>
\n<div class=""deskripsi"">
\n
\n<b>ORDERING INFORMATION</b>
\n
\nTo choose color choices, replace “XX” suffix with the selected color code (e.g., GS-071-BK)
\n
\n</div>
\n<div class=""mt-3"">
\n<p class=""m-0 p-0"">COLOR CHOICES</p>
\n
\n<div class=""row m-0 p-0 text-center"">
\n<div class=""col m-1 mb-0 pb-0text-center"">BK(Black), GY(Grey),BD(Burgundy),BR(Royal blue), NB(Navy blue), LB(Light blue), HG(Hunter green), PK(Pink)</div>
\n<div class=""col m-1 mb-0 pb-0text-center"">
\n<ul>
\n 	<li>Fine acoustic response and light design for most comfortable wear.</li>
\n 	<li>The chest piece precisely machined to exacting tolerance from lightweight aluminum.</li>
\n 	<li>Double leaf internal spring binaural for comfortable ear-fit</li>
\n 	<li>Comes with an extra set of soft sealing ear tips and diaphragm</li>
\n</ul>
\nTo keep your ABN™ Stethoscopes well preserved for years, please follow the instructions below :
\n<ol>
\n 	<li>Do not drop on strike unit, especially the chest piece.</li>
\n 	<li>Avoid extreme heat and cold, keep the unit away from oil and solvent.</li>
\n 	<li>The best environmental condition should be ;</li>
\n</ol>
\n<table border=""1"" cellspacing=""0"" cellpadding=""0"">
\n<tbody>
\n<tr>
\n<td valign=""top"" width=""152""></td>
\n<td valign=""top"" width=""146"">Temperature (ᴼC)</td>
\n<td valign=""top"" width=""146"">Relative Humidity (%)</td>
\n</tr>
\n<tr>
\n<td valign=""top"" width=""152"">Operating Condition</td>
\n<td valign=""top"" width=""146"">10 – 40</td>
\n<td valign=""top"" width=""146"">Max. 85</td>
\n</tr>
\n<tr>
\n<td valign=""top"" width=""152"">Storage Condition</td>
\n<td valign=""top"" width=""146"">-20 – 70</td>
\n<td valign=""top"" width=""146"">Max. 85</td>
\n</tr>
\n</tbody>
\n</table>
\n<ol>
\n 	<li>Binaural, tubing and diaphragm can be easily cleaned by wiping it’s surface with ethanol or a dilute mixture of mild soap and water.</li>
\n 	<li>Unscrew ear tips from the binaural for thorough cleaning.</li>
\n 	<li>Always keep the stethoscope and parts in the storage case.</li>
\n</ol>
\nDo not change the spring tension of binaural extremely. Increase/decrease the spring tension gradually.
\n
\n</div>
\n</div>
\n</div></li>
\n</ul>
\nFor knowing more Details about the product, feel free to <a href=""https://ghazisurgicals.com/contact-us/""> contact us at 021-32786750</a>.",,,taxable,,1,,,0,0,,,,,1,,,3650,"Diagnostic Equipments, Diagnostic Equipments > Stethoscopes","ABN, ABN Majestic, BP Apparatus, Stethoscope, stethoscope ABN, Stethoscope ABN Majestic",,https://citiscientific.com/wp-content/uploads/2023/11/Stethoscope-ABN-Majestic-Indonesia-Brand.jpg,,,,,,,,,0,,1,0,,0,0,no,2,classic-editor,default,on,,test,,,no,no,no,,,,356,167,193,"Stethoscope ABN Majestic","Stethoscope ABN Majestic Indonesia Brand available in different colors.","Stethoscope ABN Majestic Indonesia Brand available in different colors. It is best for students under training and for professionals.",75,60,2,72,1,,0,,0,0,4330,10347,10357,1754950041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,9564,stethoscope,,,,
5167,simple,CH-452,,"Digital Blood Pressure Apparatus Citizen CH-452",1,0,visible,"<strong>Product:</strong> Digital Blood Pressure Apparatus
\n
\n<strong>Brand:</strong> Citizen","Blood Pressure Monitor CH-452
\n
